TERM,MED_CODE_ID,MEDIAN_EVENT_AGE,N_PATIENT_COUNT,N_PATIENT_COUNT_TOTAL,PREVALENCE,TOTAL_PRESCRIPTIONS,AVG_PRESCRIPTIONS_PER_PATIENT,AVG_DURATION,MEDIAN_DURATION,STD_DURATION
Fosamax 10mg tablets (Organon Pharma (UK) Ltd),726311000001107,69.000,8,207367,3.9e-05,20,2.5,5.600000,0.000,11.490957532
Clexane Forte 120mg/0.8ml solution for injection pre-filled syringes (Sanofi),4198711000001100,70.000,8,207367,3.9e-05,11,1.38,5.090909,0.000,11.326557685
Ostomy cohesive seal small 839002 48mm (Pelican Healthcare Ltd),6260911000001105,69.000,8,207367,3.9e-05,13,1.63,23.846154,28.000,10.597532354
Easifix bandage 10cm x 4m (Essity UK Ltd),9589911000001103,70.000,8,207367,3.9e-05,9,1.13,15.555556,28.000,14.757295755
Adapalene 0.1% cream,41890611000001109,69.000,8,207367,3.9e-05,9,1.13,32.666667,28.000,9.899494937
Sodium fluoride 1.1% dental paste sugar free,10774711000001108,69.000,8,207367,3.9e-05,11,1.38,22.909091,28.000,11.326557685
Codeine 25mg/5ml oral solution,36566111000001100,69.000,8,207367,3.9e-05,14,1.75,4.142857,0.000,7.989003442
Propax sterile dressing pack (Essity UK Ltd),2855211000001108,69.500,8,207367,3.9e-05,8,1,3.500000,0.000,9.899494937
Rotigotine 1mg/24hours transdermal patches,16683311000001101,70.000,8,207367,3.9e-05,10,1.25,19.600000,28.000,18.898559628
"Lidocaine 36mg/1.8ml (2%) / Adrenaline (base) 22.5micrograms/1.8ml (1 in 80,000) solution for injection cartridges",35086311000001101,69.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
Trifluoperazine 5mg/5ml oral solution sugar free,38750711000001100,69.000,8,207367,3.9e-05,8,1,22.875000,28.000,10.301698889
Dilzem SR 60 capsules (Teva UK Ltd),417111000001109,69.000,8,207367,3.9e-05,11,1.38,15.909091,28.000,14.031782103
Cardura 2mg tablets (Viatris UK Healthcare Ltd),41811000001109,70.000,8,207367,3.9e-05,13,1.63,32.307692,28.000,15.531605487
Softclix XL lancets 0.8mm/21gauge (Roche Diabetes Care Ltd),9461311000001107,70.000,8,207367,3.9e-05,9,1.13,15.555556,28.000,14.757295755
"Xylocaine 2% with Adrenaline 1 in 80,000 Dental injection 2.2ml cartridges (Dentsply Ltd)",4207411000001107,69.000,8,207367,3.9e-05,9,1.13,9.333333,0.000,18.520259177
Deltastab 25mg/1ml suspension for injection ampoules (Advanz Pharma),355311000001102,69.000,8,207367,3.9e-05,13,1.63,12.923077,0.000,14.528486604
Cicatrin powder (GlaxoSmithKline UK Ltd),2955711000001105,69.000,8,207367,3.9e-05,8,1,8.750000,0.000,16.628289148
Yes Wb  Vaginal Lubricant,,69.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
Ciclesonide 80micrograms/dose inhaler CFC free,9004511000001107,69.000,8,207367,3.9e-05,9,1.13,45.333333,28.000,74
Glutafin Gluten-Free Wheat Free  Fibre bread rolls,,69.000,8,207367,3.9e-05,13,1.63,15.230769,28.000,14.686466832
Chloramphenicol 0.5% eye drops preservative free,36135411000001100,69.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
Drisorb dressing pad 10cm x 20cm (Synergy Health (UK) Ltd),1011000001107,69.500,8,207367,3.9e-05,8,1,14.000000,14.000,14.966629547
Diclofenac 16mg/ml topical solution,3591111000001104,69.000,8,207367,3.9e-05,18,2.25,3.666667,0.000,9.41213233
Sodium chloride 0.9% inhalation solution 2.5ml vials,34713711000001102,69.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
SpeediCath Compact catheter female 12Ch 28582 (Coloplast Ltd),7984811000001109,70.000,8,207367,3.9e-05,28,3.5,10.000000,0.000,13.662601033
Proctofoam HC foam enema (Meda Pharmaceuticals Ltd),3057311000001100,69.500,8,207367,3.9e-05,8,1,21.000000,28.000,12.961481397
Glutafin gluten free shortbread biscuits (Dr Schar UK Ltd),40920411000001104,69.000,8,207367,3.9e-05,9,1.13,12.444444,0.000,14.757295755
Climesse tablets (Novartis Pharmaceuticals UK Ltd),3040311000001103,69.500,8,207367,3.9e-05,12,1.5,25.666667,14.000,46.941614288
Fortisip Compact liquid strawberry (Nutricia Ltd),16439211000001104,69.500,8,207367,3.9e-05,12,1.5,28.000000,28.000,0
Xylocaine With Adrenaline  Injection  1 %,,69.000,8,207367,3.9e-05,8,1,10.500000,0.000,14.491376746
Sodium valproate 200mg modified-release tablets,39108211000001105,70.000,8,207367,3.9e-05,12,1.5,26.666667,28.000,28.26283565
Fluorescein 1% eye drops 0.5ml unit dose preservative free,36067911000001102,70.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
"Optiflo S  Catheter Solution Saline  0.9 %, 50 ml",,70.000,8,207367,3.9e-05,8,1,22.500000,28.000,10.677078252
Mepore Ultra dressing 11cm x 15cm (Molnlycke Health Care Ltd),13592411000001103,69.000,8,207367,3.9e-05,9,1.13,24.888889,28.000,9.333333327
Haloperidol 500microgram tablets,42273111000001106,69.500,8,207367,3.9e-05,10,1.25,25.900000,28.000,6.640783086
Estradiol 7.5micrograms/24hours vaginal delivery system,24580611000001102,69.000,8,207367,3.9e-05,9,1.13,21.777778,28.000,12.346839434
YES WB water based vaginal lubricant tube (The Yes Yes Company Ltd),23989211000001100,69.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
Menitorix vaccine powder and solvent for solution for injection 0.5ml vials (GlaxoSmithKline UK Ltd),9903711000001109,69.000,8,207367,3.9e-05,8,1,21.250000,28.000,12.509996003
"Colecalciferol 2,200unit capsules",17312911000001102,69.000,8,207367,3.9e-05,11,1.38,30.000000,28.000,28.495613698
Ropinirole 6mg modified-release tablets,29184411000001100,69.000,8,207367,3.9e-05,11,1.38,22.909091,28.000,24.468161128
Tubigrip Elasticated Support Bandage  Stockinette  6.75 cm x 1 m (c),,69.000,8,207367,3.9e-05,8,1,12.375000,0.500,17.352953639
Lyrica 300mg capsules (Viatris UK Healthcare Ltd),7892111000001104,70.000,8,207367,3.9e-05,14,1.75,10.000000,0.000,13.922864432
Non-drainable night drainage bag 9651 2litre (Hollister Ltd),6755911000001102,69.000,8,207367,3.9e-05,12,1.5,23.333333,28.000,10.898985228
Xailin Hydrate 0.3% eye drops (Visufarma UK Ltd),28487511000001105,69.500,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
Fortisip Bottle chocolate (Nutricia Ltd),576311000001107,69.000,8,207367,3.9e-05,13,1.63,21.000000,28.000,11.430952148
Simpla S5 drainable night drainage bag 346145 2litre (Coloplast Ltd),6766811000001106,69.500,8,207367,3.9e-05,20,2.5,21.000000,28.000,12.439326429
Betmiga 25mg modified-release tablets (Astellas Pharma Ltd),21973411000001103,70.000,8,207367,3.9e-05,8,1,43.250000,56.000,21.802686601
Benzoyl peroxide 5% gel,41737111000001107,70.000,8,207367,3.9e-05,8,1,29.750000,28.000,4.949747468
Paracetamol 500mg / Metoclopramide 5mg effervescent powder sachets sugar free,42109311000001104,69.000,8,207367,3.9e-05,13,1.63,13.461538,7.000,12.27881228
Viazem XL 300mg capsules (Thornton & Ross Ltd),407011000001105,69.000,8,207367,3.9e-05,11,1.38,15.272727,28.000,14.622523106
Ditropan 2.5mg tablets (Neon Healthcare Ltd),647811000001109,69.000,8,207367,3.9e-05,12,1.5,21.166667,28.000,12.776635864
Adapt barrier ring 7805 48mm (Hollister Ltd),10631911000001100,69.000,8,207367,3.9e-05,23,2.88,13.391304,0.000,14.301109712
Allevyn Adhesive dressing 12.5cm x 22.5cm rectangular (Smith & Nephew Healthcare Ltd),203111000001104,69.000,8,207367,3.9e-05,8,1,22.750000,28.000,14.849242405
Tinidazole 500mg tablets,41956011000001104,69.000,8,207367,3.9e-05,8,1,8.750000,3.500,12.267844146
Glucophage SR 750mg tablets (Merck Serono Ltd),13748611000001107,69.000,8,207367,3.9e-05,12,1.5,16.333333,0.000,22.202920911
Orlistat 60mg capsules,42356911000001105,70.000,8,207367,3.9e-05,14,1.75,20.000000,28.000,23.111768561
Effercitrate tablets (Cambridge Healthcare Supplies Ltd),3794611000001108,69.000,8,207367,3.9e-05,9,1.13,29.555556,6.000,53.616954203
Trimipramine 25mg tablets,42281011000001104,70.000,8,207367,3.9e-05,31,3.88,21.677419,28.000,11.900664099
"NephSys drainage bag NS721.1720S 500ml, 20cm inlet (Manfred Sauer UK Ltd)",7435111000001105,70.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
Comfasure catheter retainer strap adult AD3403 (Bard Ltd),7253911000001107,69.000,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
"Clinifast  Stockinette  10.75 cm x 5 m, (Yellow Line)",,69.000,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
Conjugated oestrogens 1.25mg tablets,41873011000001101,70.000,8,207367,3.9e-05,13,1.63,8.615385,0.000,13.450764922
Acetic acid (glacial) 2% ear spray,42183611000001108,69.500,8,207367,3.9e-05,8,1,20.125000,28.000,10.86853256
Tegaderm + Pad dressing 9cm x 25cm (3M Health Care Ltd),9008111000001109,69.000,8,207367,3.9e-05,9,1.13,12.444444,0.000,14.757295755
Timolol 0.5% eye drops 0.2ml unit dose preservative free,3496911000001103,69.000,8,207367,3.9e-05,9,1.13,15.777778,28.000,14.981470021
Desmopressin 200microgram tablets,42081911000001106,69.000,8,207367,3.9e-05,19,2.38,12.000000,0.000,17.587874602
Marevan 3mg tablets (Advanz Pharma),284011000001104,69.500,8,207367,3.9e-05,14,1.75,6.000000,0.000,11.922828775
Vioxx 25mg tablets (Organon Pharma (UK) Ltd),2841311000001100,69.000,8,207367,3.9e-05,14,1.75,21.000000,28.000,11.96790579
NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd),40490911000001103,69.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
Movicol Chocolate oral powder 13.7g sachets (Forum Health Products Ltd),17662611000001100,69.000,8,207367,3.9e-05,9,1.13,20.777778,28.000,12.627131266
Credalast Velvet Circular Knit class II below knee nylon stocking made to measure closed toe Black (Credenhill Ltd),18775811000001102,69.000,8,207367,3.9e-05,11,1.38,28.000000,28.000,0
Simpla S4 drainable night drainage bag long tube 340805 2litre (Coloplast Ltd),6767211000001107,69.000,8,207367,3.9e-05,11,1.38,22.363636,28.000,11.342598688
Gauze swab type 13 light BP 1988 12ply non-sterile 10cm x 10cm,10255511000001108,69.500,8,207367,3.9e-05,8,1,28.000000,28.000,0
Olanzapine 10mg orodispersible tablets sugar free,19609111000001109,69.000,8,207367,3.9e-05,9,1.13,19.444444,28.000,12.991450188
Fulcionel made to measure prolapse hernia support belt unisex F580 Black (CUI International),18789311000001104,70.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
Locoid 0.1% scalp lotion (Neon Healthcare Ltd),3779011000001107,69.000,8,207367,3.9e-05,8,1,14.000000,14.000,14.966629547
Memantine 5mg/10mg/15mg/20mg tablets treatment initiation pack,14159211000001107,70.000,8,207367,3.9e-05,9,1.13,24.888889,28.000,9.333333327
Reboxetine 4mg tablets,39703311000001102,69.000,8,207367,3.9e-05,13,1.63,14.000000,0.000,18.67708042
Hydroxypropyl Guar  Eye drops  0.2 %,,69.000,8,207367,3.9e-05,10,1.25,18.700000,16.500,16.924997962
Atropine 1% eye drops 0.5ml unit dose preservative free,35904611000001107,70.000,8,207367,3.9e-05,10,1.25,25.200000,28.000,8.854377448
Crepe bandage BP 1988 5cm x 4.5m,9595611000001107,69.500,8,207367,3.9e-05,8,1,17.500000,28.000,14.491376746
Trifluoperazine 5mg tablets,39706211000001103,69.000,8,207367,3.9e-05,8,1,21.500000,28.000,20.832666656
Remedeine Forte tablets (Crescent Pharma Ltd),419911000001100,69.000,8,207367,3.9e-05,10,1.25,21.400000,26.500,13.201010075
Vibramycin 100mg capsules (Pfizer Ltd),2854011000001102,69.000,8,207367,3.9e-05,11,1.38,1.454545,0.000,4.824181485
Oxypro 20mg modified-release tablets (Ridge Pharma Ltd),35846611000001103,69.000,8,207367,3.9e-05,11,1.38,28.000000,28.000,0
OneTouch FinePoint lancets 0.5mm/25gauge (LifeScan),699111000001100,69.000,8,207367,3.9e-05,13,1.63,12.923077,0.000,14.528486604
Minoxidil 2% solution,36036211000001103,69.000,8,207367,3.9e-05,9,1.13,30.000000,28.000,15.684387141
Toviaz 4mg modified-release tablets (Pfizer Ltd),13618011000001103,69.000,8,207367,3.9e-05,9,1.13,21.777778,28.000,12.346839434
Zetuvit Plus Superabsorber dressing 20cm x 25cm (Paul Hartmann Ltd),18088611000001103,69.000,8,207367,3.9e-05,10,1.25,25.200000,28.000,8.854377448
Iodosorb ointment dressing (Smith & Nephew Healthcare Ltd),11462411000001102,69.000,8,207367,3.9e-05,8,1,18.375000,28.000,13.458268834
Juvela gluten free part baked white bread rolls (Juvela Ltd),40950711000001109,69.000,8,207367,3.9e-05,16,2,5.250000,0.000,11.287160848
"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes",37084511000001100,69.000,8,207367,3.9e-05,12,1.5,18.666667,28.000,13.786246987
Madopar CR capsules (Roche Products Ltd),27911000001105,69.000,8,207367,3.9e-05,9,1.13,12.444444,0.000,14.757295755
Activa class II thigh length stocking circular knit standard stock size closed toe Extra large Black (L&R Medical UK Ltd),6103911000001101,69.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Pikdare S.p.A.),23316911000001108,70.000,8,207367,3.9e-05,12,1.5,28.000000,28.000,0
Indivina 1mg/2.5mg tablets (Orion Pharma (UK) Ltd),3780211000001102,69.000,8,207367,3.9e-05,11,1.38,81.454545,84.000,60.643818539
Silver nitrate 95% caustic pencils,3664011000001107,70.000,8,207367,3.9e-05,8,1,24.625000,28.000,9.545941546
Clinitas Multi 0.2% eye drops preservative free (Altacor Ltd),37931211000001101,70.000,8,207367,3.9e-05,21,2.63,28.000000,28.000,0
Timoptol-LA 0.5% ophthalmic gel-forming solution (Santen UK Ltd),3410811000001105,69.000,8,207367,3.9e-05,11,1.38,10.181818,0.000,14.126699402
Fulcionel made to measure prolapse hernia support belt unisex F580 Skin (CUI International),18789511000001105,70.000,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
Terbinafine 1% solution,41748211000001101,69.500,8,207367,3.9e-05,8,1,14.000000,14.000,14.966629547
Scholl Softgrip class I below knee stocking circular knit standard stock size closed toe Extra large Soft-Black (SSL International Plc),6094611000001102,69.000,8,207367,3.9e-05,11,1.38,28.000000,28.000,0
CliniSorb dressing 10cm x 10cm (CliniMed Ltd),264011000001102,69.000,8,207367,3.9e-05,9,1.13,24.888889,28.000,9.333333327
Timolol 0.1% gel eye drops,35918411000001103,69.000,8,207367,3.9e-05,8,1,10.500000,0.000,14.491376746
HyFiber liquid 30ml sachets (Nutrinovo Ltd),34679511000001106,69.000,8,207367,3.9e-05,17,2.13,31.294118,28.000,13.581994993
Hydrocortisone 10% foam aerosol enema,42083811000001102,69.000,8,207367,3.9e-05,9,1.13,12.444444,0.000,14.757295755
Alclometasone 0.05% cream,41890711000001100,69.000,8,207367,3.9e-05,11,1.38,22.909091,28.000,11.326557685
Allevyn dressing (non-adhesive) 5cm x 5cm square (Smith & Nephew Healthcare Ltd),467211000001104,69.500,8,207367,3.9e-05,8,1,24.500000,28.000,9.899494937
"Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes",35919411000001106,69.000,8,207367,3.9e-05,8,1,24.500000,28.000,9.899494937
UrgoClean Pad dressing 10cm x 10cm square (Urgo Ltd),19790611000001102,69.000,8,207367,3.9e-05,9,1.13,28.000000,28.000,0
Rennie Duo  Suspension,,70.000,8,207367,3.9e-05,9,1.13,16.222222,17.000,17.753716343
Brava belt for SenSura Mio standard 0423 (Coloplast Ltd),28289411000001101,70.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
"Portia ring pessary 1.25cm thick, 77mm diameter, PVC (Bray Group Ltd)",3017411000001104,70.000,8,207367,3.9e-05,11,1.38,10.181818,0.000,14.126699402
Allevyn dressing (non-adhesive) 10.5cm x 13.5cm heel (cup shaped) (Smith & Nephew Healthcare Ltd),934211000001104,69.000,8,207367,3.9e-05,8,1,21.000000,28.000,12.961481397
Valupak Glucosamine sulfate 500mg tablets (BR Pharmaceuticals Ltd),7889511000001100,69.000,8,207367,3.9e-05,22,2.75,8.909091,0.000,13.348476243
Aquacel Ag+ Ribbon dressing 1cm x 45cm (ConvaTec Ltd),24525311000001106,69.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
ReQuip XL 4mg tablets (GlaxoSmithKline UK Ltd),13628411000001102,70.000,8,207367,3.9e-05,8,1,31.500000,28.000,9.899494937
Tubifast 2-way stretch stockinette 7.5cm (Molnlycke Health Care Ltd),922311000001103,70.000,8,207367,3.9e-05,12,1.5,23.333333,28.000,10.898985228
Rhinocort Aqua 100micrograms/dose nasal spray (AstraZeneca UK Ltd),544311000001102,69.000,8,207367,3.9e-05,10,1.25,5.600000,0.000,11.805836607
HBVAXPRO 10micrograms/1ml vaccine suspension for injection pre-filled syringes (Merck Sharp & Dohme (UK) Ltd),10752011000001102,69.000,8,207367,3.9e-05,9,1.13,29.555556,28.000,4.66666669
Chlorhexidine Gluconate  Solution  4 %,,69.000,8,207367,3.9e-05,16,2,5.250000,0.000,11.287160848
Vital 1.5kcal liquid vanilla (Abbott Laboratories Ltd),19952211000001100,69.000,8,207367,3.9e-05,16,2,28.000000,28.000,0
Depixol 40mg/2ml solution for injection ampoules (Lundbeck Ltd),3102111000001103,70.000,8,207367,3.9e-05,11,1.38,25.454545,28.000,8.442317632
HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Red (Eli Lilly and Company Ltd),22234611000001100,69.000,8,207367,3.9e-05,8,1,45.500000,28.000,49.497474683
Veil finishing powder translucent (Thomas Blake Cosmetic Creams Ltd),605211000001106,69.000,8,207367,3.9e-05,9,1.13,20.222222,28.000,15.825436613
Driclor 20% solution (Haleon UK Trading Ltd),502111000001104,69.000,8,207367,3.9e-05,8,1,15.750000,14.000,17.449928367
Progynova 2mg tablets (Bayer Plc),2845411000001105,69.000,8,207367,3.9e-05,19,2.38,33.894737,0.000,49.014617707
Paroxetine 10mg/5ml oral suspension sugar free,36565911000001109,69.000,8,207367,3.9e-05,15,1.88,14.933333,28.000,14.459137837
Artificial saliva lozenges,3805511000001105,69.500,8,207367,3.9e-05,8,1,28.000000,28.000,0
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge,19975811000001108,70.000,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
Arcoxia 60mg tablets (Organon Pharma (UK) Ltd),3406111000001103,69.000,8,207367,3.9e-05,10,1.25,16.800000,21.000,12.865112164
"Colecalciferol 50,000unit tablets",22555111000001101,69.500,8,207367,3.9e-05,8,1,26.000000,28.000,5.656854249
Isotard 50XL tablets (Evolan Pharma AB),3079911000001109,69.000,8,207367,3.9e-05,11,1.38,7.636364,0.000,13.078782245
Minims chloramphenicol 0.5% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd),4673111000001103,69.000,8,207367,3.9e-05,10,1.25,20.100000,28.000,12.792793127
Repinex XL 4mg tablets (Aspire Pharma Ltd),21120411000001109,69.000,8,207367,3.9e-05,9,1.13,25.666667,28.000,7
Mepilex  Dressing  10 cm x 11 cm,,70.000,8,207367,3.9e-05,10,1.25,21.000000,28.000,18.956089602
ActiLymph MTM Ease silicone band for lymphoedema garment lower extremities ALO-BAND Beige (L&R Medical UK Ltd),18805911000001101,69.000,8,207367,3.9e-05,10,1.25,28.000000,28.000,0
Credalast Classic Circular Knit class II below knee nylon stocking made to measure closed toe Black (Credenhill Ltd),11048711000001108,69.000,8,207367,3.9e-05,13,1.63,26.000000,28.000,7.211102551
Sterculia 62% / Frangula 8% granules gluten free,3505411000001105,69.000,8,207367,3.9e-05,11,1.38,14.727273,0.000,18.028260648
Fentanyl 75micrograms/hour transdermal patches,36120311000001103,69.000,8,207367,3.9e-05,11,1.38,19.090909,28.000,15.680909062
Alzain 150mg capsules (Dr Reddy's Laboratories (UK) Ltd),28997311000001101,70.000,8,207367,3.9e-05,8,1,28.000000,28.000,0
Careline E4 drainable night drainage bag with lever tap 46-20-IDC 2litre (Unomedical Ltd),6778911000001105,70.000,8,207367,3.9e-05,9,1.13,21.777778,28.000,12.346839434
Elantan LA50 capsules (Forum Health Products Ltd),39511000001108,69.000,8,207367,3.9e-05,13,1.63,12.923077,0.000,18.486308177
OpSite Post-Op dressing 8.5cm x 15.5cm (Smith & Nephew Healthcare Ltd),15899511000001104,69.000,8,207367,3.9e-05,8,1,24.500000,28.000,9.899494937
Serevent 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd),408911000001105,69.000,8,207367,3.9e-05,28,3.5,25.035714,28.000,8.715597513
Doublebase emollient wash gel (Dermal Laboratories Ltd),15441611000001101,69.000,8,207367,3.9e-05,12,1.5,25.666667,28.000,14.418002219
Guard Non Sting barrier film sachets RMC3 (Respond Healthcare Ltd),17289611000001107,69.500,8,207367,3.9e-05,26,3.25,28.000000,28.000,0
OptiFlo R citric acid 6% catheter maintenance solution (Bard Ltd),3105811000001103,69.000,8,207367,3.9e-05,11,1.38,28.000000,28.000,0
Mepilex Border Ag dressing 10cm x 12.5cm (Molnlycke Health Care Ltd),18719111000001103,69.500,8,207367,3.9e-05,10,1.25,25.300000,28.000,8.538149682
Ispagel Orange 3.5g effervescent granules sachets (Bristol Laboratories Ltd),3253111000001100,70.000,8,207367,3.9e-05,8,1,23.375000,28.000,10.622583772
Ventolin  Inhaler  100 micrograms/puff,,69.000,8,207367,3.9e-05,8,1,7.000000,0.000,12.961481397
Soya oil 84.75% bath oil,39735711000001109,69.000,8,207367,3.9e-05,9,1.13,15.555556,28.000,14.757295755
